src,winner,loser
Наверху можно насладиться потрясающими горными пейзажами. Скалолазы со всего мира непрестанно создают новые маршруты в его огромном потенциале для альпинизма.,At the top you can enjoy stunning mountain scenery. Climbers from all over the world are constantly creating new routes in its huge potential for mountaineering.,"Upstairs, you can enjoy stunning mountain landscapes. Climbers from all over the world continuously create new routes in its vast potential for mountaineering."
"Горные зимние виды спорта, включающие в себя катание на лыжах и сноуборде, являются популярными видами спорта, которые подразумевают спуск по заснеженному рельефу на прикрепленных к ногам лыжах или сноуборде.","Alpine winter sports, including skiing and snowboarding, are popular sports that involve descending a snowy terrain on skis or a snowboard attached to the feet.","Mountain winter sports, which include skiing and snowboarding, are popular sports that involve sliding down snow-covered terrain on skis or a snowboard attached to the feet."
"Горные лыжи — это главное туристическое направление для многих любителей лыж (их еще иногда называют ""лыжными бездельниками""), планирующих отдых целиком вокруг катания в определенном месте.","Mountain skiing is the main tourist attraction for many ski enthusiasts (sometimes called ""ski bums""), who plan their vacation entirely around skiing in a particular place.","Skiing is the main tourist destination for many ski enthusiasts (they are also sometimes called ""ski bums""), who plan their holidays entirely around skiing at a particular place."
"Идея катания на лыжах очень стара: наскальные рисунки, изображающие лыжников, датируются еще 5000 г. до н. э.!",Skiing is a very old idea: cave paintings of skiers date back to 5000 BCE!,The idea of skiing is very old: rock paintings depicting skiers date back to 5000 BC!
"Горнолыжный спорт как вид спорта восходит по крайней мере к XVII веку, а в 1861 году норвежцы открыли первый развлекательный лыжный клуб в Австралии.","Alpine skiing as a sport dates back at least to the 17th century, and in 1861, Norwegians opened the first recreational ski club in Australia.","Skiing as a sport dates back at least to the 17th century, and in 1861 Norwegians opened the first recreational ski club in Australia."
"Лыжный туризмЭто занятие также называют бэккантри, скитуро или хайкингом на лыжах.","Ski touring is also known as backcountry skiing, ski mountaineering or ski hiking.","Ski touringThis activity is also called backcountry, ski touring, or ski hiking."
"Это связано, но обычно не включает пешее восхождение на вершину и затем спуск по неподготовленным склонам, так как катание по целине требует более жестких лыж и ботинок.","It is related, but usually does not include a hike to the summit and then a descent down unprepared slopes, as backcountry skiing requires stiffer skis and boots.","This is related, but usually does not involve hiking to the peak followed by descending unprepared slopes, as off-piste skiing requires stiffer skis and boots."
"Представьте, что лыжный маршрут — это пешеходный маршрут.",Imagine that the ski trail is a hiking trail.,Imagine that the ski trail is a hiking trail.
"При хороших условиях вы сможете преодолевать несколько бо́льшие расстояния, чем при передвижении пешком, но такую скорость на беговых лыжах вы сможете развить только в крайне редких случаях, когда у вас нет тяжёлого рюкзака и есть проложенная лыжня.","You can travel further than walking, but only in very rare circumstances will you be able to achieve this speed on cross-country skis.","Under good conditions, you will be able to cover much greater distances than when walking, but you can only achieve such speed on cross-country skis in extremely rare cases, when you do not have a heavy backpack and there is a groomed ski track."
"Европа — относительно маленький континент, но на нём много независимых государств. В обычных обстоятельствах путешествие через множество стран означало бы необходимость подачи прошений для получения визы и многократного прохождения паспортного контроля.","Europe is a relatively small continent, but it has many independent states. Under normal circumstances, traveling through multiple countries would mean the need to apply for visas and to go through passport control many times.","Europe is a relatively small continent, but it has many independent states. In normal circumstances, travelling through many countries would mean having to apply for visas and go through multiple passport controls."
Но Шенгенская зона в этом плане функционирует как единая страна.,But the Schengen Area operates as a single country in this respect.,But the Schengen zone in this respect functions as a single country.
"Находясь в этой зоне, вы обычно можете пересекать границу, не проходя снова через пункты паспортного контроля.","In this zone, you can usually cross the border without having to go through passport control again.","While in this area, you can usually cross the border without going through passport control checkpoints again."
"Аналогичным образом, если у вас есть шенгенская виза, вам не нужно подавать заявление на получение визы в каждую из стран-участниц Шенгенского соглашения отдельно, что позволит вам сэкономить время и деньги, а также избежать бумажной волокиты.","Similarly, if you have a Schengen visa, you do not need to apply for a visa for each of the Schengen countries separately, which will save you time and money, and also avoid bureaucratic hassle.","Similarly, if you have a Schengen visa, you do not need to apply for a visa to each of the Schengen Agreement participating countries separately, which will save you time and money, as well as avoid the paperwork hassle."
"Не существует универсального определения того, какие произведённые изделия являются антиквариатом. Некоторые налоговые органы определяют товары, которым за 100 лет, как антиквариат.",There is no universal definition of which manufactured goods are considered antiques. Some tax authorities define items that are over 100 years old as antiques.,There is no universal definition of what produced items are considered antiques. Some tax authorities define items that are over 100 years old as antiques.
"У этого понятия имеются географические разновидности, в которых возрастная граница в таких местах, как Северная Америка, может быть меньше, чем в Европе.","This concept has geographical variants, where the age limit in places such as North America may be lower than in Europe.","This concept has geographical variations, in which the age limit in such places as North America, may be lower than in Europe."
"Ремесленные изделия можно определить как антиквариат, несмотря на то, что по возрасту они моложе аналогичных товаров массового производства.","Handicrafts can be defined as antiques, despite being younger than similar mass-produced goods.","Craftwork can be defined as antiques, even though they are younger in age than similar mass-produced goods."
"Оленеводство является важным источником средств к существованию для народа саами, а окружающая этот род деятельности культура также важна для многих других профессий.","Reindeer herding is an important source of livelihood for the Sami people, and the culture surrounding this line of work is also important for many other professions.","Reindeer herding is an important source of livelihood for the Sami people, and the culture surrounding this way of life is also important for many other professions."
"Хотя такова традиция, не все представители народа саами занимались массовым разведением оленей; они жили рыболовством, охотой и другими подобными промыслами, используя оленей в основном в качестве вьючных животных.","While it is a tradition, not all Sami people were reindeer herders; they lived by fishing, hunting, and other similar pursuits, using reindeer mainly as pack animals.","While it is tradition, not all representatives of the Saami people engaged in mass reindeer breeding; they lived off fishing, hunting, and other similar activities, mainly using reindeer as pack animals."
Сегодня многие саамы заняты в современных профессиях. Туризм является важным источником дохода в саамском регионе Лапландия.,"Today, many Sami are employed in modern professions. Tourism is an important source of income in the Sami region of Lapland.","Today, many Saami are engaged in modern professions. Tourism is an important source of income in the Saami region of Lapland."
"Хотя слово ""Gypsy"" широко используется, особенно среди нецыган, оно часто считается обидным из-за ассоциаций, связанных с негативными стереотипами и неверными представлениями о цыганском народе.","Although the word ""Gypsy"" is widely used, particularly among non-Roma, it is often considered offensive due to associations linked with negative stereotypes and misconceptions about the Roma people.","Although the word ""Gypsy"" is widely used, especially among non-Roma, it is often considered offensive due to associations with negative stereotypes and misconceptions about the Romani people."
"Если на страну, которую вы собираетесь посетить, распространяются  рекомендации с предупреждением об опасности их посещения, то это может повлиять на вашу медицинскую страховку во время поездки или на вашу страховку от отмены поездки.","If the country you plan to visit is subject to advisory warnings about the danger of visiting, this may affect your medical insurance during the trip or your trip cancellation insurance.","If travel warnings are in place for the country you are visiting, this may affect your travel insurance during your trip or your cancellation insurance."
"Возможно, вам также следует проконсультироваться с другими правительствами, помимо своего, но их рекомендации направлены на своих граждан.","You may also want to consult other governments, but their advice is directed at their own citizens.","It might also be advisable for you to consult with other governments in addition to your own, but their recommendations are tailored for their citizens."
"Вот один пример: граждане США на Ближнем Востоке могут столкнуться с ситуациями, с которыми не могут столкунться европейцы или арабы.",Here is one example: U.S. citizens in the Middle East may encounter situations that Europeans or Arabs might not face.,"For example, American citizens in the Middle East may face situations that Europeans or Arabs cannot."
В информационных сообщениях всего лишь кратко описана политическая ситуация в одной стране.,"In the information bulletins, the political situation in one country is only briefly described.","In the news reports, the political situation in one country is merely briefly described."
"Изложенные мнения часто поверхностны, расплывчаты и чрезмерно упрощены по сравнению с повсеместно доступной более подробной информацией.","The opinions expressed are often superficial, vague, and excessively simplified compared to the more detailed information that is widely available.","The opinions expressed are often superficial, vague and overly simplified compared to the more detailed information widely available."
"Неблагоприятные метеоусловия — это общий термин для обозначения любого опасного явления погоды, способного причинить какой-либо ущерб, вызвать серьёзные социальные потрясения или привести к человеческим жертвам.","Adverse weather conditions are a general term for any dangerous weather phenomenon capable of causing damage, serious social disruption or loss of life.","Adverse weather conditions is a generic term to describe any dangerous weather phenomenon capable of causing damage, leading to severe social disruption, or resulting in loss of life."
"Неблагоприятные метеоусловия условия бывают везде по всему миру, и они бывают различных видов, которые зависят от географии, рельефа местности и атмосферных условий.","Adverse weather conditions can occur everywhere around the world, and they come in various types, which depend on geography, terrain, and atmospheric conditions.","Adverse weather conditions can occur anywhere in the world, and they can be of different types that depend on geography, topography, and atmospheric conditions."
"Сильные ветра, град, обильные осадки и лесные пожары являются проявлениями и эффектами суровых погодных явлений, таких как  бури, торнадо, водяные смерчи и ураганы.","Strong winds, hail, heavy precipitation, and wildfires are manifestations and effects of severe weather phenomena such as storms, tornadoes, waterspouts, and hurricanes.","Strong winds, hail, heavy rainfall and forest fires are manifestations and effects of severe weather events such as storms, tornadoes, waterspouts and hurricanes."
"К региональным и сезонным опасным явлениям погоды относятся метели, снежные бури, ледяные и пыльные бури.","Regional and seasonal weather hazards include blizzards, snowstorms, ice storms, and dust storms.","Regional and seasonal hazardous weather phenomena include blizzards, snowstorms, ice storms, and dust storms."
"Путешественникам настоятельно рекомендуется принимать во внимание любые риски, связанные с суровой погодой в их районе, поскольку они могут повлиять на любые планы поездки.",Travellers are advised to take note of any risks associated with the severe weather in their area as it could affect any travel plans.,"Travelers are strongly advised to consider any risks associated with severe weather in their area, as it may affect any travel plans."
"Все, кто планирует посетить страну, которая может рассматриваться как зона военных действий, должны пройти профессиональную подготовку.",All those planning to visit a country that can be considered a war zone must undergo professional training.,Anyone planning to visit a country that could be considered a war zone should undergo professional training.
"Поиск в интернете по фразе ""курс по безопасности во враждебной среде"", возможно, выдаст адрес местной компании.","Searching the internet for the phrase ""safety course in a hostile environment"" may yield the address of a local company.","A search on the internet for ""hostile environment safety course"" may yield the address of a local company."
"В курсе обычно гораздо более подробно рассматриваются все затронутые здесь темы, чаще всего с обучением на практике.","In the course, all the topics covered here are usually discussed in much more detail, most often with hands-on training.","In a course, these topics are usually covered in much more detail, often with practical training."
"Курс обычно длится от 2 до 5 дней и включает в себя проигрывание ситуаций, большой объем информации по оказанию первой помощи и иногда тренировки с оружием.","The course usually lasts from two to five days and includes role-playing, a lot of information on first aid and sometimes weapons training.","The course usually lasts from 2 to 5 days and includes role-playing scenarios, a large amount of information on providing first aid, and sometimes weapons training."
"Книги и журналы, где рассказывается о выживании в диких условиях, встречаются часто, а вот публикаций про зоны боевых действий немного.","Books and magazines about survival in the wild are common, while publications about combat zones are few.","Books and magazines about survival in the wild are common, but publications about war zones are few."
"Люди, планирующие пройти операцию по смене пола за границей, должны убедиться, что у них при себе есть действительные документы для обратного пути.",People planning to undergo gender reassignment surgery abroad should make sure they have valid documents for the return journey.,People planning to undergo gender reassignment surgery abroad should ensure they have valid travel documents to return home.
"Готовность правительств выдавать паспорта без указания пола (X) или документы, обновленные с учетом желаемого имени и пола, в разных местах разная.",The readiness of governments to issue passports without a gender (X) designation or documents updated with a desired name and gender varies from place to place.,The readiness of governments to issue passports without sex (X) or documents updated to reflect desired names and genders varies.
Готовность зарубежных правительств выполнять свои обязательства по данным документам столь же весьма различна.,The readiness of foreign governments to fulfill their obligations under these documents is also highly variable.,The willingness of foreign governments to fulfill their obligations under these documents is just as varied.
Досмотры на контрольно-пропускных пунктах также стали гораздо более пристальными после событий 11 сентября 2001 года.,"Security checks at checkpoints have also become much more stringent since the events of September 11, 2001.","Inspections at checkpoints have also become much more thorough following the events of September 11, 2001."
"Трансгендерам, готовящимся к операции, не следует ожидать, что они смогут пройти через сканеры, и при этом их частная жизнь и достоинство не будут затронуты.",Transgender people preparing for surgery should not expect to be able to pass through scanners without their privacy and dignity being compromised.,Transgender people preparing for surgery should not expect that they will be able to go through scanners without having their private lives and dignity affected.
"Отбойное течение — течение, создаваемое волнами, которые разбиваются о берег, или иногда об риф или что-то подобное.","Undertow is a current created by waves that break against the shore, or sometimes against a reef or something similar.",A rip current is a current created by waves breaking on the shore or sometimes on a reef or something similar.
"Обратный поток сосредоточен в нескольких более глубоких участках, где может образовываться быстрое течение, уходящее на большую глубину, из-за подобной подводной топологии.",The return flow is concentrated in a few deeper locations where a fast current may descend to greater depths due to the submarine topography.,"The reverse flow is concentrated in several deeper areas, where a fast current can form, going to a greater depth, due to such underwater topography."
"Большинство смертей происходит в результате утомления при попытке возвратиться вплавь против течения, что может быть невозможным.","Most deaths occur as a result of exhaustion when trying to swim back against the current, which can be impossible.","Most deaths occur as a result of exhaustion while attempting to swim back against the current, which may be impossible."
"Как только вы выйдете из течения, плыть обратно будет не труднее, чем обычно.","Once you are out of the current, swimming back will be no more difficult than usual.","As soon as you get out of the current, swimming back will be no more difficult than usual."
"Попробуйте отправиться туда, где вас не поймают снова, или, в зависимости от ваших навыков и от того, были ли вы замечены, вам, возможно, стоит дождаться спасения.","Try to go to a place where you won't be caught again, or, depending on your skills and whether you've been noticed, you might want to wait for rescue.","Try to get to a place where you won't be caught again, or, depending on your skills and whether you were spotted, you may have to wait for rescue."
"Шок по возвращении в родную страну наступает раньше, чем культурный шок (здесь более короткий романтичный период), длится дольше и может быть более тяжёлым.","The culture shock upon returning to one's home country comes sooner, lasts longer, and can be more severe.","Upon returning to one's home country, the shock comes sooner than the cultural shock (here, a shorter romantic period), lasts longer, and can be more severe."
"Путешественникам, которые легко привыкают к новой культуре, иногда бывает особенно трудно заново привыкнуть к своей родной культуре.",Travellers who easily adapt to new cultures sometimes find it particularly difficult to readjust to their own culture.,Travelers who easily adapt to a new culture sometimes find it particularly difficult to reacquaint themselves with their native culture.
"Когда вы возвращаетесь домой после проживания за границей, вы адаптированы к новой культуре и утратили некоторые привычки своей родной культуры.","When you return home after living abroad, you have adapted to a new culture and lost some of the habits of your native culture.","When you return home after living abroad, you are accustomed to a new culture and have lost some of the habits of your native culture."
"Когда вы вначале отправились за границу, люди, скорее всего, относились к вам с терпением и пониманием, зная, что путешественникам нужно адаптироваться в новой стране.","When you first went abroad, people were probably more patient and understanding, knowing that travellers need to adapt to a new country.","When you first went abroad, people probably treated you with patience and understanding, knowing that travelers need to adapt in a new country."
"Для людей может быть неожиданным, что терпение и понимание необходимо проявлять и к путешественникам, вернувшимся домой.",It may come as a surprise to people that patience and understanding must also be extended to travelers who have returned home.,It may be surprising to some that patience and understanding is also required for those who have returned home.
Звуковое и световое шоу на фоне пирамиды является одним из самых интересных мероприятий в этой местности для детей.,The sound and light show against the backdrop of the pyramid is one of the most interesting events in this area for children.,The sound and light show against the pyramid is one of the most interesting events in this area for children.
"Пирамиды можно увидеть в темноте, и вы также можете увидеть их в тишине перед началом шоу.","The pyramids can be seen in the dark, and you can also see them in the quiet before the show starts.","Pyramids can be seen in the dark, and you can also see them in the silence before the show begins."
Обычно всегда слышен шум от туристов и продавцов. История звука и света похожа на книгу с историями.,Usually there is always the sound of tourists and vendors. The history of sound and light is like a book of stories.,"Usually, the noise from tourists and vendors is always heard. The sound and light show is like a book of stories."
Сфинкс выступает в качестве фона и рассказчика длинной истории.,The Sphinx serves as a backdrop and narrator for a long story.,The Sphinx acts as the background and the narrator of a long story.
"Сцены показывают на пирамидах, и разные пирамиды освещаются.","Scenes are shown on pyramids, and different pyramids are illuminated.","The scenes show on the pyramids, and different pyramids are lit up."
На открытые в 1819 году Южные Шетландские острова претендуют несколько стран. На этих островах расположено больше всего баз и в 2020 году шестнадцать были действующими.,"Several countries claim the South Shetland Islands, which were first discovered in 1819. There are more bases on these islands than any other, with sixteen active in 2020.","Several countries lay claim to the South Shetland Islands, which were discovered in 1819. These islands are home to the largest number of bases, with sixteen being operational in 2020."
Архипелаг располагается в 120 километрах от полуострова. Крупнейшим остров носит имя Короля Георга с поселением Вилья-лас-Эстрельяс.,"The archipelago is 120 km from the peninsula. The largest island is named King George, with the settlement of Villa las Estrellas.",The archipelago is located 120 kilometers from the peninsula. The largest island is named after King George with the settlement Villa Las Estrellas.
"Прочие включают остров Ливингстон и Десепшен, где затопленная кальдера активного до настоящего времени вулкана представляет из себя впечатляющую природную гавань.","Others include Livingstone Island and Desolation, where the flooded caldera of an active volcano represents an impressive natural harbour.","Other islands include Livingston and Deception, where the submerged caldera of an active volcano to this day forms a striking natural harbor."
"Земля Элсуэрта — область к югу от Антарктического полуострова, омываемая морем Беллинсгаузена.","The Eights Coast is a region to the south of the Antarctic Peninsula, bathed by the Bellingshausen Sea.","Elsworth Land is a region south of the Antarctic Peninsula, bounded by the Bellingshausen Sea."
"Горы этого полуострова здесь сливаются с плато, а затем вновь поднимаются и образуют 360-километровую горную систему Элсуэрт, разделённую ледником Миннесота на две части.","The mountains of this peninsula merge here with the plateau, and then rise again to form the 360-kilometer Elsworth mountain system, which is divided by the Minnesota Glacier into two parts.","The mountains of this peninsula here merge with the plateau, then rise again to form the 360-mile-long Ellesmere Mountains, divided by the Minnesota Glacier into two parts."
"В северной части, то есть на хребте Сентинел, находятся самые высокие горы Антарктиды — массив Винсон, самая высшая точка которого достигает 4892 м и называется пик Винсон.","In the northern part, that is, on the Sentinel Range, are located the highest mountains of Antarctica—the Vinson Massif, the highest point of which reaches 4,892 meters and is called Vinson Peak.","In the north, that is, on the Sentinel Range, the highest mountains in Antarctica are located - the Vinson Massif, the highest point of which is 4892 m and is called Vinson Peak."
В отдаленных местах вне зоны действия мобильной связи спутниковый телефон может быть вашим единственный вариантом.,"In remote areas outside of mobile coverage, a satellite phone may be your only option.","In remote areas where there is no mobile phone coverage, a satellite phone may be your only option."
"Как правило, спутниковый телефон не является заменой мобильному телефону, поскольку вам необходимо находиться на улице в зоне прямой видимости со спутника, чтобы позвонить.","As a rule, a satellite phone is not a replacement for a mobile phone, since you need to be outside in direct line of sight of the satellite to make a call.","In general, a satellite phone is not a replacement for a mobile phone, as you need to be outdoors in direct line of sight with the satellite to make a call."
"Сервис часто используется в судоходстве, включая прогулочные и быстроходные судна, где есть потребность в удаленных передаче данных и голосовой связи.","The service is often used in shipping, including pleasure craft and high-speed vessels where there is a need for remote data and voice communications.","The service is often used in shipping, including pleasure and high-speed vessels, where there is a need for remote data transmission and voice communication."
"Как правило, вы сможете получить дополнительную информацию о подключении этой услуги, обратившись к вашему местному оператору телефонной связи.","In general, you can get additional information about connecting this service by contacting your local telephone company.","As a rule, you will be able to get more information about connecting this service by contacting your local telephone operator."
"Вариант, становящийся всё более популярным для тех, кто планирует взять академический год, это путешествовать и учиться.",An option that is becoming increasingly popular for those planning to take an academic gap year is to travel and study.,A growing option for those planning to take an academic year out is to travel and study.
"Это особенно популярно среди выпускников школ, позволяя им взять год отдыха перед поступлением в университет, не ставя под угрозу своё образование.","This is especially popular among high school graduates, allowing them to take a gap year before entering university without compromising their education.","It is particularly popular among school leavers, allowing them to take a gap year before university without jeopardising their education."
Во многих случаях поступление на какой-либо курс за границей во время академического отпуска действительно может повысить ваши шансы на поступление в высшие учебные заведения на родине.,"In many cases, studying abroad during an academic break can actually increase your chances of getting into a university back home.","In many cases, enrolling in a course abroad while on academic leave can indeed increase your chances of being admitted to higher education institutions back home."
"Как правило, при поступлении на такие образовательные программы взимается плата за обучение.","As a rule, tuition fees are charged for admission to such educational programs.","As a rule, a tuition fee is charged for enrolling in such educational programs."
"Финляндия — отличное место для лодочного туризма. В ""стране тысячи озёр"" также есть тысячи островов на озёрах и в прибрежных архипелагах.","Finland is a great place for boating holidays. In the ""land of a thousand lakes"" there are also thousands of islands on the lakes and in the coastal archipelagos.","Finland is a great place for boating tourism. In the ""land of a thousand lakes"" there are also thousands of islands on the lakes and in coastal archipelagos."
"Исследуя архипелаги или посещая озера, вы вполне сможете обойтись и без яхты.","Exploring the archipelagos or visiting the lakes, you can do without a yacht.","Exploring archipelagos or visiting lakes, you can quite manage without a yacht."
"Хотя прибрежные архипелаги и крупнейшие озера действительно могут вместить любую яхту, меньшие лодки или даже каяк оставляют совершенно иные впечатления.","Although coastal archipelagos and the largest lakes can indeed accommodate any yacht, smaller boats or even a kayak leave a completely different impression.","While the coastal archipelagos and largest lakes can accommodate any yacht, smaller boats or even a kayak can leave entirely different impressions."
"Лодочный спорт является национальной формой досуга в Финляндии. В частности, на семь или восемь человек приходится одна лодка.","Boating is a national form of recreation in Finland. In particular, there is one boat for every seven or eight people.","Boating is a national pastime in Finland. In particular, there is one boat for every seven or eight people."
"Аналогичная ситуация у Норвегии, Швеции и Новой Зеландии, но в других случаях она довольно уникальна (например, в Нидерландах это значение составляет от одного до сорока).","Norway, Sweden, and New Zealand have a similar situation, but in other cases, it is quite unique (for example, in the Netherlands, this value ranges from one to forty).","The same is true for Norway, Sweden and New Zealand, but in other cases it is quite unique (for example, in the Netherlands it is between one and forty)."
Большинство отдельных балтийских круизов включают продленную стоянку в российском Санкт-Петербурге.,Most individual Baltic cruises include an extended stay in the Russian city of St. Petersburg.,Most Baltic cruises include an extended stay in Russian St. Petersburg.
"Это означает, что вы можете провести в этом историческом городе несколько полных дней, а ночевать – возвращаться на корабль.","This means that you can spend several full days in this historic city, and come back to the ship for the night.",This means you can spend several full days in this historic town and return to the ship at night.
"Если вы сходите на берег только в порядке экскурсии на корабле, вам не понадобится отдельная виза (с 2009).","If you go ashore only as part of a ship's excursion, you do not need a separate visa (since 2009).","If you go ashore only as part of a ship's excursion, you will not need a separate visa (since 2009)."
"В некоторых круизных брошюрах представлен Берлин, Германия. Как вы можете видеть на карте наверху, Берлин находится вдали от моря и визит в город не включён в цену круиза.","Some cruise brochures feature Berlin, Germany. As you can see on the map above, Berlin is far from the sea and a visit to the city is not included in the cruise price.","In some cruise brochures, Berlin, Germany is featured. As you can see on the map above, Berlin is situated far from the sea, and a visit to the city is not included in the cruise price."
"Путешествие на самолёте может оказаться пугающим для человека любого возраста и социального статуса, особенно если это его первый полет в жизни или если у него в прошлом было какое-либо травмирующее событие.","Flying on a plane can be scary for people of any age and social status, especially if it is their first flight ever or if they have had a traumatic event in the past.","Traveling by plane can be frightening for a person of any age and social status, especially if it is their first flight in life or if they have had any traumatic event in the past."
"Стыдиться этого не стоит: это ничем не отличается от личной неприязни и страха перед другими вещами, которые есть у очень многих людей.",There is no shame in this: it is no different from personal dislike and fear of other things that many people have.,There is no shame in this: it's no different from personal aversion and fear of other things that many people have.
"Понимание того, как работает самолет и что происходит во время полета, может помочь преодолеть страх, который возникает из-за неизвестности или неспособности контролировать процесс.",Understanding how an airplane works and what happens during a flight can help overcome the fear that arises from uncertainty or the inability to control the process.,Understanding how an airplane works and what happens during a flight can help overcome the fear that comes from the unknown or not being able to control the process.
"Службам доставки хорошо платят за быстрое выполнение доставки. Часто скорость доставки коммерческой документации, товара или запасных частей для срочного ремонта очень важна.","Delivery services are well paid for fast delivery. Often the speed of delivery of commercial documents, goods or spare parts for urgent repairs is very important.","Delivery services are well paid for quick delivery performance. Often, the delivery speed of commercial documentation, goods, or spare parts for emergency repairs is very important."
"На некоторых маршрутах  у более крупных компаний есть свои собственные самолёты, но для других маршрутов и более мелких компаний с этим была проблема.","For some routes, larger companies have their own planes, but for other routes and smaller companies this was a problem.","On some routes, larger companies have their own airplanes, but for other routes and smaller companies, this was a problem."
"Если бы они отправляли что-либо как авиационный груз, то на некоторых маршрутах разгрузка и прохождение таможни могли бы занимать несколько дней.","If they were shipping anything by air freight, it could take several days to unload and clear customs on some routes.","If they were sending anything as air freight, then on some routes unloading and customs clearance could take several days."
